total_eval,generation,candidate_in_gen,stage_name,species_id,complexity,is_champion,batch_size,l2_reg,learning_rate,min_delta,positional_encoding,tft_dropout,tft_hidden_units,tft_lstm_layers,tft_num_heads,use_log1p_features,window_size,fitness,train_mcc,train_f1,val_mcc,val_f1,test_mcc,test_f1,champion_fitness
147,7,13,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
148,7,14,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],91,-0.39382241,0.064577,0.167062,-0.012854,0.101617,-0.015633,0.194805,-0.49957646
149,7,15,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
150,7,16,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
151,7,17,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],91,-0.39382241,0.064577,0.167062,-0.012854,0.101617,-0.015633,0.194805,-0.49957646
152,7,18,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],127,-0.49192154,0.058247,0.199916,0.007296,0.175097,-0.037281,0.214580,-0.49957646
153,7,19,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49957646
154,8,1,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
155,8,2,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,127,-0.37757856,0.049591,0.229818,-0.044580,0.121951,-0.023042,0.225275,-0.49957646
156,8,3,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
157,8,4,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],87,-0.40848925,0.061247,0.188297,0.011008,0.119816,-0.022522,0.198142,-0.49957646
158,8,5,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],86,-0.40050108,0.047416,0.177582,-0.013271,0.156190,-0.023257,0.219479,-0.49957646
159,8,6,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
160,8,7,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],91,-0.39382241,0.064577,0.167062,-0.012854,0.101617,-0.015633,0.194805,-0.49957646
161,8,8,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
162,8,9,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
163,8,10,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
164,8,11,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],66,-0.43521388,0.074737,0.262496,0.014795,0.198606,0.003127,0.276440,-0.49957646
165,8,12,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],128,-0.41327367,0.073028,0.197071,-0.020733,0.159393,-0.079034,0.216840,-0.49957646
166,8,13,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],123,-0.48826900,0.052272,0.136248,0.057475,0.167800,-0.063767,0.115538,-0.49957646
167,8,14,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],160,-0.32047174,0.192960,0.375990,0.017134,0.194286,-0.024269,0.225627,-0.49957646
168,8,15,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
169,8,16,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
170,8,17,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],114,-0.43725331,0.070092,0.272785,-0.012740,0.222548,-0.054837,0.240520,-0.49957646
171,8,18,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],92,-0.46225680,0.027003,0.184391,0.006596,0.191489,-0.008764,0.185315,-0.49957646
172,8,19,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
173,9,1,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
174,9,2,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
175,9,3,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
176,9,4,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],92,-0.46225680,0.027003,0.184391,0.006596,0.191489,-0.008764,0.185315,-0.49957646
177,9,5,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
178,9,6,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
179,9,7,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],136,-0.31552942,0.048379,0.241320,-0.055591,0.180124,-0.004277,0.252551,-0.49957646
180,9,8,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],61,-0.46013380,0.028563,0.194076,-0.015448,0.185430,0.010571,0.211382,-0.49957646
181,9,9,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],85,-0.36514921,0.072329,0.247647,0.004883,0.153846,0.011658,0.263094,-0.49957646
182,9,10,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],59,-0.48686634,0.056629,0.188581,-0.016439,0.177172,-0.009640,0.231691,-0.49957646
183,9,11,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
184,9,12,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
185,9,13,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
186,9,14,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
187,9,15,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],48,-0.44504910,0.086575,0.315543,0.033765,0.249267,0.021135,0.302867,-0.49957646
188,9,16,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
189,9,17,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
190,9,18,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],56,-0.44878176,0.067665,0.288005,0.016556,0.212766,-0.016049,0.273867,-0.49957646
191,9,19,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
192,10,1,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.11150464405311598,28,1,3,['typical_price'],48,-0.26931775,0.261063,0.426659,0.010716,0.232897,-0.011975,0.274586,-0.49957646
193,10,2,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.14601214585580768,38,1,2,['typical_price'],48,-0.36917365,0.078418,0.189041,0.004714,0.145749,-0.041243,0.220025,-0.49957646
194,10,3,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.24167516561354618,36,1,1,['typical_price'],48,-0.42665152,0.030519,0.249924,-0.006866,0.234818,0.048102,0.294451,-0.49957646
195,10,4,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.14729382032386104,36,1,3,['typical_price'],48,-0.38611467,0.052133,0.175736,-0.013488,0.127310,0.028631,0.246772,-0.49957646
196,10,5,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.16571105447084192,16,1,2,['typical_price'],48,-0.42646624,0.157782,0.375030,0.047477,0.302405,-0.022062,0.299850,-0.49957646
197,10,6,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.2917489928057045,33,2,2,['typical_price'],48,-0.36178640,0.093046,0.330630,0.009862,0.198988,0.042814,0.280443,-0.49957646
198,10,7,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.2922658273809931,30,1,5,['typical_price'],48,-0.46420080,0.111594,0.312708,0.056242,0.277393,-0.014812,0.293878,-0.49957646
199,10,8,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.21863982398086648,44,2,5,['typical_price'],48,-0.43308790,0.033526,0.210643,-0.019669,0.175379,0.044058,0.277778,-0.49957646
200,10,9,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.05638070726778342,54,3,2,['typical_price'],48,-0.49123279,0.043045,0.233137,-0.026808,0.231552,-0.028897,0.238979,-0.49957646
201,10,10,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.22784798856787697,29,2,8,['typical_price'],48,-0.36798675,0.123418,0.341604,-0.018721,0.274227,-0.000386,0.306984,-0.49957646
202,10,11,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.019685090283579575,39,1,3,['typical_price'],48,-0.42190985,0.176325,0.366930,0.072694,0.267496,-0.016502,0.264190,-0.49957646
203,10,12,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.04069494630511794,61,3,7,['typical_price'],48,-0.29452312,0.053803,0.313492,-0.048047,0.207171,-0.035647,0.267775,-0.49957646
204,10,13,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.05212120680383615,49,3,1,['typical_price'],48,-0.34568536,0.270780,0.449574,0.062075,0.295250,-0.013866,0.265979,-0.49957646
205,10,14,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.009921313352395577,28,1,4,['typical_price'],48,-0.27524223,0.197941,0.349046,0.000658,0.195688,0.001537,0.232365,-0.49957646
206,10,15,architecture,,11,1,32,1e-06,0.001,1e-08,False,0.08219324954230768,19,2,4,['typical_price'],48,-0.51451352,0.066981,0.241742,0.054049,0.280702,-0.026009,0.205714,-0.51451352
207,10,16,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.19062294272275318,45,3,7,['typical_price'],48,-0.47428307,0.046906,0.271420,-0.007446,0.226891,-0.035769,0.293051,-0.51451352
208,10,17,architecture,,11,0,32,1e-06,0.001,1e-08,False,0.07258142837688347,23,3,1,['typical_price'],48,-0.24680201,0.195061,0.404386,-0.030513,0.278892,-0.072762,0.273570,-0.51451352
